personCLASE,corpus,palabras,signal_mean_chroma_stft,signal_mode_chroma_stft,signal_mean_mfcc,signal_iqr_mfcc,zero_crossings,signal_mean_spectral_bandwidth,signal_mode_spectral_bandwidth,signal_mean_beats,signal_estimate_tuning,fftfreq_mean,fftfreq_mode,fftfreq_iqr,mean_SIGNAL_chroma_cq,signal_iqr_chroma_cq,signal_mean_y_harmonic,signal_median_y_harmonic,signal_mean_percussive,signal_mode_percussive,signal_median_stft,signal_iqr_stft,signal_median_spectral_bandwidth,mean_signal_spectral_contrast,signal_iqr_percussive
MALE,1,171,0.49885607,0.31139934,-3.4722586,22.93855429,1470,2311.794385,2476.51363,20,-0.17,4.86E-18,-0.499981008,0.499981008,0.2824708,0.327484244,2.99E-05,0.004810949,0.000108171,-0.057995815,0.013260013,0.180240818,2232.049396,18.75579058,0.033324613
MALE,1,186,0.36686817,0.069712475,-6.896798,20.28544712,390,2885.894839,2161.958222,3,0.11,-4.72E-18,-0.49997231,0.49997231,0.28460082,0.302169636,-2.48E-05,0.000889747,0.000152336,-0.003698693,0.007956918,0.066169101,2260.81239,18.61365447,0.016654545
MALE,1,2,0.42342946,0.16712676,-6.2368336,20.79194498,1617,2587.882861,2880.809538,14,-0.48,-2.05E-05,-0.5,0.499979464,0.27475274,0.23063747,5.14E-05,0.001162786,0.00011671,-0.034342673,0.013118579,0.127496076,2298.764831,17.79181112,0.029495484
MALE,1,3,0.39762324,0.31712618,-6.1293225,22.24154139,508,1803.267045,2842.087461,3,0.12,-9.73E-18,-0.499978606,0.499978606,0.25079307,0.248339417,-1.10E-06,0.011092472,0.000205163,0.08284725,0.011216504,0.055425424,1690.806251,20.69773536,0.048937054
MALE,1,187,0.41339093,0.2885994,-5.6033573,20.92100358,1764,2133.35777,3280.560504,3,-0.26,-2.39E-05,-0.5,0.499976104,0.2838028,0.281116435,1.12E-05,0.003278157,7.22E-05,-0.60742134,0.01218648,0.173181208,1686.921411,18.67870738,0.035783755
MALE,1,188,0.4650287,0.27941874,-5.37907,21.51799726,563,2581.000091,2179.204357,21,-0.41,-1.69E-05,-0.5,0.499983096,0.2910136,0.302848417,-0.000104157,0.002885914,0.000245341,-0.050057337,0.0102199,0.055048939,2025.25363,17.2438462,0.025860779
MALE,1,189,0.4449275,0.18301424,-7.618938,20.34421563,402,2508.341154,4032.117596,3,-0.21,-3.03E-05,-0.5,0.499969693,0.3006468,0.344500789,-4.61E-05,0.001413367,0.000173443,-6.56E-05,0.007382229,0.046255512,2015.378485,17.97885124,0.014699307
MALE,1,4,0.43677658,0.30418962,-3.2224808,20.25884211,533,2340.971255,2557.739746,3,0.12,0,-0.499973232,0.499973232,0.21832457,0.223485321,-2.75E-05,0.007465018,0.000222443,-0.021968551,0.019836623,0.125470745,2013.727986,20.08451385,0.029033309
MALE,1,190,0.4394428,0.37920076,-5.51471,21.20377755,1408,2302.407378,2395.82625,3,-0.5,-1.98E-05,-0.5,0.499980248,0.27567226,0.317245673,-0.000117679,0.001537055,0.000114383,-0.019132268,0.01088688,0.112848001,1860.311844,17.74915886,0.027052065
MALE,1,191,0.47212607,0.4403467,-2.9800625,21.02053571,1607,2094.896498,2895.274483,24,0.28,4.05E-18,-0.499982182,0.499982182,0.28375834,0.260938963,9.53E-05,0.00571319,1.35E-05,-0.005063233,0.010586496,0.133490705,1707.514704,19.19816943,0.044080764
MALE,1,5,0.40949658,0.25677118,-8.275788,17.7278136,1158,2707.30513,3738.257492,18,0.4,4.79E-18,-0.499985955,0.499985955,0.23391016,0.208365993,2.34E-05,0.003001457,0.000121439,-0.022155479,0.007428414,0.059006801,2159.416123,18.82613437,0.020975525
MALE,1,146,0.411652,0.27289236,-5.0955496,23.31822991,241,1922.083739,3698.613691,7,-0.5,-2.92E-05,-0.5,0.499970757,0.3192133,0.316276288,-4.57E-05,0.014907349,0.000110474,-0.01690947,0.006977314,0.041352929,1731.71665,19.32794052,0.031033725
MALE,1,147,0.43127352,0.45105967,-5.157098,20.38527465,371,2092.167426,2676.246738,,-0.41,-5.28E-19,-0.499970289,0.499970289,0.3679103,0.470561685,-7.49E-05,0.00062471,0.000170607,-0.8237824,0.004263326,0.05440639,1727.99998,18.63636494,0.019512413
MALE,1,192,0.41731325,0.1899049,-3.079446,25.34833789,727,2062.406239,3510.679734,3,0.16,-2.78E-05,-0.5,0.499972201,0.3072913,0.359661715,-0.000164078,0.004460997,0.000114585,-0.78894836,0.01571683,0.111223409,1679.80471,19.57993962,0.073982067
MALE,1,148,0.39738983,0.27712268,-4.354835,23.40069842,454,1721.460168,2741.587794,14,-0.18,-2.20E-05,-0.5,0.499977989,0.26289234,0.247172004,3.45E-05,0.013472481,3.45E-05,-0.001959677,0.007704291,0.075256106,1529.716416,19.80904762,0.043197087
MALE,1,174,0.44462252,0.21755704,-3.1569536,24.7651391,1111,2480.637841,2738.419002,20,-0.35,-1.78E-05,-0.5,0.499982235,0.2589254,0.250097978,-5.62E-06,0.005407734,0.000109417,-0.002914624,0.012561335,0.17347554,2266.238877,19.65475495,0.030603416
MALE,1,149,0.4587761,0.17596345,-4.206631,19.1758641,521,2033.616936,3459.621876,22,-0.27,7.04E-18,-0.499980936,0.499980936,0.21475449,0.177084326,-1.39E-06,0.011784903,2.64E-05,-0.004187942,0.008030975,0.069589378,1739.743947,18.94392254,0.017385717
MALE,1,6,0.4383055,0.18953085,-3.196502,23.740767,393,2730.148815,5582.433112,4,0.02,9.91E-18,-0.499978213,0.499978213,0.23193032,0.195754809,1.04E-05,0.00873983,0.000364059,0.057956297,0.019359522,0.079254365,2336.882915,18.89330095,0.019185716
MALE,1,150,0.39550292,0.34213486,-4.1840515,22.46354556,456,2139.902544,3612.611796,8,0.23,1.64E-17,-0.499982014,0.499982014,0.24140255,0.221091506,-1.30E-05,0.013651564,8.09E-05,-0.015024766,0.007860336,0.092079845,1955.28237,19.8981197,0.027124818
MALE,1,7,0.42506543,0.3764867,-2.6734805,24.12421417,397,2967.462621,4597.771135,5,0.25,-1.98E-05,-0.5,0.499980211,0.23165667,0.216647016,4.04E-06,0.010931999,0.000478545,-0.05271244,0.026698707,0.074796821,2552.465889,19.43441491,0.028407947
MALE,1,8,0.50027585,0.19964834,-4.145384,19.53555775,957,2615.560042,4494.578551,15,0.09,5.53E-19,-0.499980529,0.499980529,0.3113616,0.259323753,3.58E-05,0.001532528,0.000297057,-0.05030885,0.015919155,0.085606221,2219.95618,17.13885105,0.036203324
MALE,1,176,0.48294312,0.38226864,-6.127035,20.47040462,2021,2715.284489,3345.552186,8,-0.19,2.12E-17,-0.499985644,0.499985644,0.26727977,0.261440039,1.69E-05,0.001507988,0.000117762,-0.004240837,0.007300269,0.111537524,2199.230026,18.03876181,0.037460063
MALE,1,193,0.44195175,0.32487184,-6.8697395,21.1588757,1769,3052.463277,2644.711634,27,-0.2,-1.44E-05,-0.5,0.49998556,0.28916016,0.305535506,6.09E-05,0.000745025,-3.28E-05,-0.002891793,0.006931091,0.119754907,2479.930466,17.77269287,0.022964057
MALE,1,9,0.47701836,0.4057884,-6.4593368,21.99111557,2631,2750.848634,3152.634654,12.5,0.47,-1.43E-17,-0.499984329,0.499984329,0.35426453,0.370847685,4.32E-05,0.000868745,0.000178978,-0.014530926,0.013964684,0.151573987,2558.842831,17.77841645,0.030026541
MALE,1,10,0.39824966,0.19742599,-3.2874,25.46991086,533,2506.365244,5173.34174,17,0.3,6.33E-18,-0.499981435,0.499981435,0.22103891,0.176185149,4.35E-05,0.006793717,0.000297327,-0.004271772,0.01672543,0.0710318,2044.571296,20.06369253,0.018060228
MALE,1,194,0.44008926,0.21816008,-3.2739756,24.29767728,1200,2409.681404,3418.355261,12,-0.33,-1.74E-05,-0.5,0.499982634,0.26452887,0.255408732,-0.000106237,0.002941387,0.000149332,0.007333739,0.01485267,0.146537379,2016.420017,18.72064293,0.034836841
MALE,1,152,0.5189787,0.60203505,-4.1113563,22.21107817,1551,2656.584366,2370.773666,16,0.04,-1.53E-05,-0.5,0.499984748,0.3662942,0.458423549,3.27E-05,-0.000519202,1.66E-05,-0.018151494,0.011556392,0.124193314,2473.668747,17.52673199,0.027293384
MALE,1,195,0.48227966,0.19586764,-4.959821,19.0165472,1461,2618.52676,2795.701809,17,0.47,-2.00E-05,-0.5,0.499979957,0.25890303,0.287618914,-0.000276913,0.000511592,0.000304574,-0.021556297,0.010860219,0.159783158,2035.96404,18.30573748,0.034851478
MALE,1,154,0.49897516,0.34607723,-6.1114964,19.93263125,1225,2904.623603,3147.54163,10,-0.08,-1.17E-17,-0.499981257,0.499981257,0.32741064,0.369462596,5.67E-05,0.000937698,4.87E-05,-0.017661853,0.008817419,0.081857821,2585.410692,16.42294903,0.021604475
MALE,1,155,0.5043666,0.48044753,-3.4885006,23.54852772,1933,2886.467507,4766.239102,13,0.12,-7.45E-18,-0.499983622,0.499983622,0.32168803,0.349344356,0.000390814,0.001474697,-0.000229089,-0.007529089,0.014521567,0.211247435,2475.949453,17.75711732,0.028116391
MALE,1,177,0.5579045,0.64264077,-6.7165375,16.84411061,1159,2926.515234,4253.035266,14,-0.23,-5.71E-18,-0.499974893,0.499974893,0.3983614,0.250465211,-0.000119755,-0.000276658,0.000189955,-0.9651566,0.009717942,0.089226487,2790.783404,16.14573688,0.014650804
MALE,1,156,0.45340177,0.67531765,-5.778691,21.42663527,870,2288.041902,4642.68875,14,-0.43,-1.81E-05,-0.5,0.499981919,0.27672324,0.231944347,-0.000151921,0.003091184,0.000213597,-0.090914495,0.009084286,0.087006368,1949.451214,18.60298301,0.02310554
MALE,1,11,0.46956074,0.2664489,-6.8251967,21.22860849,1228,2592.033861,4155.524851,8,-0.35,-8.05E-18,-0.499970939,0.499970939,0.29309905,0.350523518,0.000177132,0.001078272,4.06E-05,-0.001613406,0.011706575,0.083458205,1705.421393,17.6225127,0.036606968
MALE,1,12,0.43463406,0.4413718,-6.1643476,21.02191448,3407,2360.766604,2950.208137,3,0.4,3.63E-18,-0.499984038,0.499984038,0.24212787,0.220371343,7.70E-06,0.001236531,0.000197252,-0.07215076,0.017450951,0.217558108,2113.156822,19.42021182,0.049461655
MALE,1,13,0.42976952,0.487528,-5.3378906,19.70404708,285,1932.596922,1959.623381,,-0.26,0,-0.499969413,0.499969413,0.2503866,0.25969504,2.69E-05,0.009271407,8.75E-05,0.039819885,0.008574134,0.060744895,1684.605591,20.1059422,0.026409789
MALE,1,47,0.4018638,0.4383266,-5.868722,20.56042552,284,2432.889004,2203.321905,5,0.41,0,-0.499969425,0.499969425,0.26288864,0.310761467,1.80E-05,-0.001875524,0.000270789,0.008617648,0.012272384,0.032833552,1868.152639,19.39705601,0.029248605
MALE,1,14,0.45089287,0.4142636,-6.5940285,21.79405785,1400,2753.641304,3368.037011,3,0.27,0,-0.499983121,0.499983121,0.29360712,0.378445917,4.46E-06,0.00078208,0.000186882,0.012395308,0.011361891,0.070598987,2248.117397,18.4983931,0.024989738
MALE,1,15,0.43626493,0.45471883,-4.301479,22.18183494,327,2498.33248,2816.517335,3,-0.35,-2.18E-05,-0.5,0.499978223,0.22172405,0.19083511,-2.24E-05,0.011421679,0.000252645,-0.9064787,0.012855519,0.056174597,1936.873264,19.18851663,0.022071132
MALE,1,16,0.4526716,0.1783235,-1.0360223,23.44376779,129,2651.716624,4677.02971,,-0.41,1.51E-17,-0.499966833,0.499966833,0.29369622,0.398744873,-9.05E-06,0.01728983,0.000276767,0.029796982,0.019157715,0.062399718,2297.322471,18.89165106,0.027013355
MALE,1,17,0.48007062,0.36902183,-3.96274,23.16014719,296,2242.037057,3699.083582,3,-0.27,-1.12E-17,-0.499975327,0.499975327,0.26265284,0.212533783,-4.85E-05,0.008325511,0.000163924,-0.001961273,0.013141511,0.073099082,2067.102598,19.24089934,0.01833149
MALE,1,18,0.44205567,0.51518285,-3.7895792,18.65407741,911,2328.066177,4502.556772,14,0.39,-1.12E-17,-0.499983509,0.499983509,0.26016092,0.267938901,3.15E-05,0.004468704,0.000405916,0.003941831,0.018482257,0.058634696,1682.212041,18.68533234,0.048471549
MALE,1,19,0.47126067,0.5587948,-4.7406993,21.54390383,421,2380.445483,2930.056144,8,0.2,0,-0.499976754,0.499976754,0.22876914,0.18516772,7.10E-06,0.0043778,3.66E-05,0.005837501,0.009158026,0.072496933,1888.67964,19.42171298,0.021836598
MALE,1,20,0.42033985,0.37053165,-6.0661774,20.82907486,493,2935.28565,2928.754901,13,0.2,-1.37E-19,-0.49998066,0.49998066,0.23802185,0.225815798,7.65E-05,0.002050787,0.000210979,0.001275694,0.013188763,0.039090802,2350.682366,18.65465751,0.018687744
MALE,1,21,0.5618919,0.0970796,-6.2057657,21.15517783,1891,2479.321215,3463.996612,,-0.5,0,-0.499961589,0.499961589,0.38271743,0.462003473,9.35E-05,0.000415724,0.00019315,-0.84018517,0.025459344,0.52013052,2370.340969,17.39863849,0.069789402
MALE,1,22,0.35848436,0.41675827,-6.9086337,20.32115662,397,1858.07249,2437.995844,3,-0.2,1.09E-17,-0.499976011,0.499976011,0.23557715,0.238445876,5.26E-05,0.009495476,5.26E-05,0.002174133,0.008513709,0.103271806,1711.926226,21.25568527,0.031020788
CHILD,0,0,0.18477967,0.002018589,-10.172887,43.43895292,1016,2636.738323,4216.04331,3,-0.13,-1.66E-05,-0.5,0.499983356,0.17855443,0.164029522,-3.78E-05,0.002127449,1.96E-05,-0.009889291,0.012378008,0.066651949,2346.855365,21.52045246,0.007467557
CHILD,0,1,0.2509039,0.006123164,-11.444169,23.80828035,2230,2929.832156,3756.785285,4,0.12,-1.41E-05,-0.5,0.499985874,0.27859813,0.591797573,0.000166606,0.001667006,0.000246392,-0.012073462,0.02924231,0.163515214,2585.100939,19.78212697,0.010978103
CHILD,0,2,0.34575498,0.011656696,-11.62418,22.07794392,5344,3493.180062,4047.293766,25,0.11,-1.38E-17,-0.49999017,0.49999017,0.37514567,0.694296204,8.68E-05,0.000265341,0.000200745,-0.019934958,0.022515893,0.172120285,2974.373363,17.13933931,0.012562938
CHILD,0,3,0.2914304,0.003497492,-9.8153515,25.59737444,1079,3178.028498,5087.095046,20,0.32,-1.63E-05,-0.5,0.499983664,0.22106247,0.248027543,-0.000118149,0.001104083,0.000547937,-0.034448292,0.02505944,0.067733143,2496.208651,19.0673458,0.013225213
CHILD,0,4,0.20546556,0.001624475,-11.014966,35.09323215,548,2984.471934,3502.022618,3,0.33,-2.24E-05,-0.5,0.499977605,0.1976325,0.151857283,0.000265485,-0.001480045,-0.000265763,0.016930735,0.016936734,0.079077289,2525.569666,21.12783019,0.008195078
CHILD,0,5,0.20461355,0.001390828,-13.661621,32.72370362,2856,2296.802078,4099.515843,24,-0.47,-1.48E-18,-0.499986954,0.499986954,0.21158008,0.252541347,7.27E-05,0.000279145,4.93E-05,-0.003859465,0.007625723,0.038131555,2006.120697,22.32898974,0.006806667
CHILD,0,6,0.21611722,0.001452485,-14.193239,29.17634726,1519,3206.423069,3452.075754,33,-0.01,-1.03E-05,-0.5,0.49998974,0.19044775,0.177636439,7.49E-05,5.33E-05,3.47E-05,-0.004043111,0.007507096,0.060882502,2671.132617,21.03483946,0.004384547
CHILD,0,7,0.28395855,0.017535603,-9.164881,27.45549846,897,3491.162179,3627.330904,31.5,-0.07,-3.58E-18,-0.499985988,0.499985988,0.2351802,0.269382905,0.000254847,-0.000842476,0.000142819,1.16E-05,0.026137497,0.101098809,2672.913729,19.83068372,0.021918894
CHILD,0,8,0.2518007,0.056513313,-12.318119,29.27118421,1850,2675.341806,3059.630185,21,-0.2,-4.86E-18,-0.499985749,0.499985749,0.2514164,0.288095797,4.07E-05,-0.000409227,2.82E-05,-0.001370167,0.016530812,0.158917722,2669.689125,20.44007274,0.020078246
CHILD,0,9,0.3508823,0.001841166,-9.044862,27.20556831,2431,3535.68536,2778.859374,18.5,-0.49,-1.36E-05,-0.5,0.499986425,0.34762037,0.590396065,0.000405744,0.001224574,5.66E-05,0.000379418,0.01714855,0.127576216,2773.906317,17.80271638,0.012386656
CHILD,0,10,0.24545947,0.004101317,-8.933398,24.0453856,893,3316.300341,3658.760091,10,-0.23,-1.33E-05,-0.5,0.499986732,0.21217775,0.203176173,0.000120251,-0.003519917,0.000326409,0.0030231,0.03252747,0.133419281,3098.006425,19.90240133,0.012384677
CHILD,0,11,0.16610685,0.000505438,-13.041718,32.0902667,553,2454.520803,4024.67055,12,-0.09,-1.83E-05,-0.5,0.499981678,0.15432367,0.083659173,7.68E-05,-0.007668492,6.30E-05,0.000333163,0.008914059,0.032416092,2561.583507,20.73917918,0.004505739
CHILD,0,12,0.22584143,0.018777773,-9.404952,27.62880063,2205,3153.16901,3895.50549,23,-0.02,7.18E-18,-0.499984213,0.499984213,0.26060942,0.466974478,0.000305006,0.000298458,0.000198047,-0.009498529,0.028103694,0.093140847,2787.628751,19.81759506,0.013378777
CHILD,0,13,0.16748387,0.002936755,-9.62262,36.00152755,667,2239.29127,2660.610427,20,0.31,3.83E-18,-0.499983177,0.499983177,0.14519656,0.067252897,0.000125338,-0.029093191,0.000169536,-6.61E-05,0.018894082,0.074379644,2154.920945,21.31635977,0.008573607
CHILD,0,47,0.16122556,0.000390243,-11.938279,39.00007963,713,2356.12857,3268.725821,5,0.16,-1.55E-05,-0.5,0.499984547,0.15200903,0.081621235,7.09E-05,-0.013519293,8.45E-05,-0.005683675,0.011198287,0.050151887,2123.650126,20.72895422,0.006615249
CHILD,0,14,0.35024282,0.014532753,-9.558331,23.44285202,3815,3602.568705,5129.966523,14,0.16,1.27E-17,-0.499988555,0.499988555,0.32369053,0.553619867,0.000189256,0.000562778,0.000362379,-0.00072747,0.038799096,0.161907655,2974.778047,17.01028608,0.03205091
CHILD,0,15,0.2889307,0.011547999,-10.952206,22.7967236,610,3408.951868,4281.590719,11,0.11,-7.19E-18,-0.499984185,0.499984185,0.16587703,0.125434736,0.000149605,0.000203882,0.000209716,-0.00532577,0.020782847,0.052567541,2463.449245,20.23770043,0.005974602
CHILD,0,16,0.19761364,0.004329771,-12.701689,42.69114685,1139,2171.310211,4477.546329,13,-0.07,3.66E-18,-0.499983924,0.499983924,0.2063509,0.268146272,0.000101681,0.005027204,9.61E-05,-0.033699807,0.012014047,0.0539811,1812.110971,21.95074626,0.007236097
CHILD,0,17,0.2211236,0.002005414,-14.991671,25.90667748,1154,2923.260339,3578.166533,31,0.45,8.22E-18,-0.499988013,0.499988013,0.21589187,0.262069966,8.80E-05,0.000951807,9.90E-05,-0.06616428,0.011508065,0.039944762,2403.316533,20.11946688,0.004094795
CHILD,0,18,0.23606677,0.0049585,-11.265994,30.02511358,1301,2679.686637,3319.312781,21,0.16,-3.01E-18,-0.499986757,0.499986757,0.21392924,0.282837126,0.000196314,0.003248612,3.58E-05,-0.011572641,0.016220886,0.072035566,2256.292053,22.26138705,0.007351309
CHILD,0,19,0.3092828,0.07528628,-12.63848,25.69030523,1111,3666.59055,2889.980436,21,-0.5,1.39E-17,-0.499984663,0.499984663,0.24995577,0.266144263,9.52E-05,0.000237062,0.000167708,-0.03562006,0.016003078,0.082376865,2731.861276,17.98392763,0.013203831
CHILD,0,20,0.2955286,0.001962581,-9.099862,29.49350095,1665,2888.676451,3757.497015,29.5,-0.33,-1.11E-05,-0.5,0.499988871,0.2678154,0.376223064,0.000234761,0.000390313,3.29E-05,-0.10710856,0.014649617,0.057979506,2150.927532,17.97184617,0.017219826
CHILD,0,21,0.29498404,0.5054613,-14.176342,25.08233762,2055,3347.751581,4881.240241,3,-0.08,7.61E-18,-0.499985904,0.499985904,0.22547764,0.344483527,0.000169363,-0.000471837,0.0002652,0.00104114,0.026708797,0.115990038,2827.493361,20.49792665,0.007751308
CHILD,0,22,0.24138863,0.40422875,-13.873709,19.6998201,828,3218.124588,3699.283705,27,-0.28,-1.70E-05,-0.5,0.499982987,0.1840505,0.149527219,0.000110953,0.000312378,0.000152204,-0.000210154,0.018264614,0.079241025,2786.958912,18.89516874,0.009428737
CHILD,1,23,0.2551124,0.033696048,-12.244822,20.58225235,744,2245.426832,2664.789139,22.5,-0.08,-1.16E-17,-0.499987263,0.499987263,0.16918682,0.13497414,1.55E-06,0.04427365,0.000187232,-0.031200899,0.016101377,0.095090344,2188.79501,20.75016954,0.013312457
CHILD,1,24,0.28857496,0.084996425,-10.4429245,22.27649236,2336,2658.887655,2681.748048,4,-0.16,-1.05E-17,-0.499984552,0.499984552,0.23668592,0.283371205,2.77E-05,0.003348969,0.000245407,-0.10016657,0.028264357,0.209844042,2610.987356,18.82331136,0.049925716
CHILD,1,26,0.3017173,0.22550842,-9.731293,23.49483991,2650,2571.28192,2931.712669,18,0.24,-6.12E-18,-0.499988128,0.499988128,0.18699992,0.158893657,1.44E-05,0.017023409,0.000307648,-0.016553214,0.027459757,0.20640352,2341.509031,20.05116307,0.028600489
CHILD,1,28,0.33212397,0.4253262,-11.36787,22.93621862,1123,3890.37097,3390.692337,14,-0.14,-3.58E-18,-0.499984237,0.499984237,0.23811398,0.271177805,0.000168024,0.001182687,0.000175526,-0.11208493,0.015418326,0.111082053,2916.70623,17.85412636,0.017980489
CHILD,1,196,0.33835658,0.06649589,-9.447015,23.80375361,4212,3214.065107,3314.35318,3,-0.19,-1.21E-05,-0.5,0.499987859,0.19792253,0.189861452,0.000103261,0.004138871,0.00032851,-0.07067889,0.09546539,0.499549825,3154.317676,19.67453228,0.042040174
CHILD,1,30,0.39977702,0.12739664,-8.667406,20.3733387,3172,3797.71127,3006.288219,29,0.39,-1.08E-05,-0.5,0.49998922,0.2829442,0.319001617,4.43E-05,0.000648881,0.000137959,-0.33794007,0.017280655,0.162940566,3086.01246,17.14403149,0.022117485
CHILD,1,31,0.28490588,0.21835607,-10.8734255,27.68583345,3090,2762.014036,3409.275524,5,-0.13,3.00E-18,-0.499986806,0.499986806,0.24262336,0.398960197,5.96E-05,0.0043885,0.00010468,-0.01211439,0.037885442,0.24488249,2688.562197,19.84751918,0.023832174
CHILD,1,32,0.25035188,0.087265804,-11.731752,24.09643781,800,2472.777696,2999.929215,15.5,-0.2,8.31E-19,-0.499985382,0.499985382,0.18143082,0.128838431,5.00E-05,0.019272689,0.000172796,-0.03307763,0.01757518,0.092647304,2285.380881,20.96274186,0.011418903
CHILD,1,48,0.39355406,0.105182454,-9.991588,21.47762442,1740,3537.305133,2911.430517,20,-0.49,-1.29E-05,-0.5,0.499987136,0.25810897,0.304077621,9.81E-05,0.000781235,0.00020119,-0.008478613,0.016698673,0.115121693,2860.758656,18.09010636,0.014452092
CHILD,1,33,0.23232187,0.005226357,-11.2910185,20.88076031,520,2467.119752,3710.427684,10,0.24,-3.19E-18,-0.499985989,0.499985989,0.1538662,0.091096363,2.28E-05,0.058059517,9.27E-05,0.000984888,0.016570574,0.099107327,2407.559066,22.39642024,0.010428661
CHILD,1,34,0.2690425,0.007022408,-12.651639,22.31227934,2143,2754.624101,3869.757023,9,-0.46,-4.72E-18,-0.499989627,0.499989627,0.21526554,0.207431971,4.63E-05,0.005225631,0.000132187,-0.024197841,0.01601457,0.09654794,2493.805411,20.5177532,0.015796163
CHILD,1,92,0.2590788,0.004185656,-11.606185,23.60233754,1009,3226.771554,3542.292001,8,-0.33,-1.23E-05,-0.5,0.499987744,0.15715255,0.098593952,7.41E-05,0.02741696,0.0002076,-0.025874952,0.048697773,0.328960071,3278.456633,20.82079326,0.019901423
CHILD,1,36,0.36847484,0.010720779,-9.902945,21.82573676,2679,3707.972644,3392.760137,10,-0.15,-1.21E-05,-0.5,0.499987943,0.2871699,0.44227776,9.08E-05,0.000161796,0.00025151,-0.27441853,0.024431273,0.16394019,2947.021919,17.36227274,0.025079132
CHILD,1,37,0.300087,0.051170826,-10.026773,25.12845373,625,2509.389519,2556.556595,3,-0.4,-7.34E-18,-0.499983867,0.499983867,0.19723031,0.195927337,2.24E-05,0.023067012,0.000267659,-0.017606528,0.021451376,0.105808022,2297.380326,20.28660919,0.020658202
CHILD,1,38,0.41783357,0.14392994,-10.683341,21.42505229,3642,3579.504855,3617.30261,17,0.26,-1.38E-05,-0.5,0.499986183,0.26638132,0.30654545,-5.04E-05,0.000262552,0.000223849,-0.06936244,0.023178568,0.220705918,3320.503692,17.71105456,0.021710161
CHILD,1,40,0.31924987,0.21243662,-12.351144,25.18331242,4072,3303.256881,3779.766105,13.5,-0.37,-1.08E-05,-0.5,0.499989218,0.25508386,0.364386856,5.91E-05,0.001144191,0.00018745,0.002755329,0.025267763,0.169088454,2724.385438,18.87143118,0.025472907
CHILD,1,41,0.3312209,0.11731982,-11.537931,21.66500127,3815,3083.116915,2688.938608,16,0.31,2.61E-18,-0.49998853,0.49998853,0.2820157,0.493134782,2.51E-05,0.00097147,0.000212499,-0.06657878,0.028031256,0.193338252,2688.830625,18.35945489,0.034863405
CHILD,1,42,0.3124014,0.32276562,-11.030196,23.09315073,1524,2758.118635,4334.458924,4,0.4,-1.80E-05,-0.5,0.499981964,0.2366227,0.322169841,-7.29E-06,0.001847954,0.000220463,0.024216147,0.033344995,0.210908678,2655.302167,20.1485838,0.030587842
CHILD,1,43,0.26899305,0.004088828,-9.6861925,21.71763229,2462,2717.569733,3718.842091,32,0,-1.20E-05,-0.5,0.499987972,0.18202087,0.154152349,0.000112225,0.010507182,-3.38E-05,-0.021515092,0.030906286,0.248325485,2553.066972,20.03770651,0.036267739
CHILD,1,94,0.31459895,0.098088406,-11.265704,21.98607337,1428,3346.414076,2981.020811,28,0.09,-1.41E-05,-0.5,0.499985895,0.2519693,0.32582924,2.87E-06,0.000740839,0.000164006,-0.07962118,0.016807042,0.086574982,2683.230603,18.64228353,0.020155121
CHILD,1,45,0.3373985,0.34992692,-8.8454685,20.61574721,3856,3399.34574,2694.588693,27.5,-0.48,-1.89E-17,-0.499989627,0.499989627,0.21876436,0.261306228,0.00026354,0.001876256,2.41E-05,-0.15934648,0.039983973,0.364962316,2970.317301,18.28243439,0.046124817
CHILD,1,46,0.22699855,0.003272394,-13.40662,19.46513677,459,2269.070284,5558.794214,13,-0.32,1.39E-17,-0.499981211,0.499981211,0.21235485,0.265090865,3.04E-05,0.01710864,9.92E-05,-0.002455056,0.010500221,0.033505517,2035.377953,20.41106296,0.007528333
CHILD,1,197,0.2988203,0.39400253,-7.2006183,24.53866911,2732,2681.293747,3564.528312,19.5,0.2,-1.63E-05,-0.5,0.499983698,0.21383287,0.2444613,6.62E-05,0.010023532,0.000192027,-0.040454123,0.04315378,0.384919852,2703.427644,20.48090247,0.051714718
CHILD,1,95,0.39699185,0.4421299,-7.5061646,21.51607847,3811,3415.109047,3868.084154,20,-0.29,-1.32E-05,-0.5,0.499986813,0.25265494,0.310157952,0.000656065,0.002031329,-0.000384464,-0.034883637,0.03800791,0.351800177,3160.087235,18.34361598,0.033565105
FEMALE,0,0,0.36111665,0.028270058,-9.384725,20.32579517,902,3051.126394,4112.370901,7,-0.29,-2.08E-05,-0.5,0.499979243,0.40079492,0.645839496,0.000193286,0.002348926,0.000171994,0.003621326,0.021589955,0.100425364,2693.591178,17.48150385,0.016175593
FEMALE,0,1,0.38169348,0.03735839,-5.1139164,23.05822682,1651,3298.555628,4503.724071,14,-0.14,0,-0.499977644,0.499977644,0.35400075,0.609580006,-0.000321833,0.005156694,0.000581753,-0.040385846,0.05113747,0.369376528,3233.135511,17.70475349,0.039733503
FEMALE,0,2,0.40470916,0.27008963,-5.7734284,18.13265669,2088,3849.265325,3789.616603,8,0.31,-1.90E-05,-0.5,0.499981026,0.32837442,0.570158165,0.000213135,0.00023284,0.00027798,-0.026315384,0.0672164,0.360067225,3775.711662,16.08896091,0.033076918
